"ID","时间","分类","类型","金额","币种","账户1","账户2","备注","已报销","手续费","优惠券","记账者","账单标记","账单图片"
"qj167556556351516979","2023-02-05 10:52","其它","收入","34.0","CNY",,,"吉吉社群","","","",,,
"qj167551119384118307","2023-02-04 19:46","生活","支出","327.0","CNY",,,"小米手环7pro","","","",,,
"qj167551117680619905","2023-02-04 19:46","三餐","支出","12.0","CNY",,,"","","","",,,
"qj167551117301110264","2023-02-04 19:45","零食","支出","3.0","CNY",,,"辣条","","","",,,
"qj167557471205418045","2023-02-04 13:25","三餐","支出","16.0","CNY",,,"","","","",,,
"qj167543609629318675","2023-02-03 22:54","三餐","支出","3.5","CNY",,,"","","","",,,
"qj167543609090810670","2023-02-03 22:54","果坚奶","支出","8.2","CNY",,,"","","","",,,
"qj167543606375615224","2023-02-03 22:54","零食","支出","11.2","CNY",,,"","","","",,,
"qj167541361659012174","2023-02-03 16:40","三餐","支出","17.8","CNY",,,"","","","",,,
"qj167539504341815340","2023-02-03 11:30","三餐","支出","22.0","CNY",,,"","","","",,,
"qj167539294399913666","2023-02-03 10:55","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167532822975911403","2023-02-02 16:57","三餐","支出","10.8","CNY",,,"","","","",,,
"qj167530947401314266","2023-02-02 11:44","三餐","支出","21.0","CNY",,,"","","","",,,
"qj167530726749611593","2023-02-02 11:07","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167524071112216784","2023-02-01 16:38","三餐","支出","22.17","CNY",,,"","","","",,,
"qj167522243436914114","2023-02-01 11:33","三餐","支出","21.0","CNY",,,"","","","",,,
"qj167521962474416057","2023-02-01 10:47","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj167515449171613293","2023-01-31 16:41","其它","收入","39.6","CNY",,,"吉吉打卡群","","","",,,
"qj167515437432415507","2023-01-31 16:39","三餐","支出","12.8","CNY",,,"","","","",,,
"qj167513737544718733","2023-01-31 11:56","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj167513737076910690","2023-01-31 11:56","三餐","支出","21.0","CNY",,,"","","","",,,
"qj1682530934474139436","2023-01-31 01:42","场内收益","收入","3500.11","CNY",,,"","","","",,,
"qj1682530881745131313","2023-01-31 01:41","无风险收益","收入","123.95","CNY",,,"","","","",,,
"qj167506968999419569","2023-01-30 17:08","三餐","支出","12.79","CNY",,,"","","","",,,
"qj167504938586316005","2023-01-30 11:29","三餐","支出","21.0","CNY",,,"","","","",,,
"qj167504643962016117","2023-01-30 10:40","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167498106796018581","2023-01-29 16:31","三餐","支出","16.6","CNY",,,"","","","",,,
"qj167496347677713126","2023-01-29 11:37","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj167496347216316625","2023-01-29 11:37","三餐","支出","13.0","CNY",,,"","","","",,,
"qj167489893950012367","2023-01-28 17:42","三餐","支出","20.0","CNY",,,"","","","",,,
"qj167489893402119157","2023-01-28 17:42","三餐","支出","16.78","CNY",,,"","","","",,,
"qj167487376322514709","2023-01-28 10:42","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj167481917945719426","2023-01-27 19:32","三餐","支出","17.0","CNY",,,"","","","",,,
"qj167481814081615418","2023-01-27 19:15","短途交通","支出","7.0","CNY",,,"","","","",,,
"qj167479239769915299","2023-01-27 12:06","生活","支出","78.0","CNY",,,"双飞燕键鼠套装","","","",,,
"qj167478224850315220","2023-01-27 09:17","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167455642357112627","2023-01-24 18:33","家人","支出","16.0","CNY",,,"","","","",,,
"qj167418720714013151","2023-01-20 11:59","房租","支出","850.0","CNY",,,"","","","",,,
"qj167413403081314240","2023-01-19 21:13","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj167411717047013774","2023-01-19 16:32","三餐","支出","26.9","CNY",,,"","","","",,,
"qj167409956912710570","2023-01-19 11:39","果坚奶","支出","3.0","CNY",,,"","","","",,,
"qj167409956453915718","2023-01-19 11:39","三餐","支出","4.5","CNY",,,"","","","",,,
"qj167409955498117617","2023-01-19 11:39","生活","支出","4.5","CNY",,,"胶带","","","",,,
"qj167409953500713591","2023-01-19 11:38","三餐","支出","7.0","CNY",,,"","","","",,,
"qj167409952725517394","2023-01-19 11:38","零食","支出","14.3","CNY",,,"","","","",,,
"qj167378813613418141","2023-01-15 21:08","三餐","支出","3.0","CNY",,,"","","","",,,
"qj167376427369813484","2023-01-15 14:31","零食","支出","9.9","CNY",,,"","","","",,,
"qj167376426417913576","2023-01-15 14:31","三餐","支出","2.2","CNY",,,"","","","",,,
"qj167376426050413324","2023-01-15 14:31","三餐","支出","9.9","CNY",,,"","","","",,,
"qj167376425350314708","2023-01-15 14:30","零食","支出","3.9","CNY",,,"","","","",,,
"qj167376424666517084","2023-01-15 14:30","零食","支出","23.2","CNY",,,"","","","",,,
"qj167376424102513180","2023-01-15 14:30","三餐","支出","4.8","CNY",,,"","","","",,,
"qj167376423395613558","2023-01-15 14:30","果坚奶","支出","17.1","CNY",,,"","","","",,,
"qj167376422897310717","2023-01-15 14:30","果坚奶","支出","11.9","CNY",,,"","","","",,,
"qj167376422287713584","2023-01-15 14:30","零食","支出","11.8","CNY",,,"","","","",,,
"qj167375747175218224","2023-01-15 12:37","三餐","支出","14.0","CNY",,,"","","","",,,
"qj167371355671416573","2023-01-15 00:24","生活","支出","39.82","CNY",,,"2个束口袋","","","",,,
"qj167369253010119091","2023-01-14 18:35","社交","支出","100.0","CNY",,,"","","","",,,
"qj167361991195111202","2023-01-13 22:25","长途交通","支出","64.5","CNY",,,"","","","",,,
"qj167360726766211313","2023-01-13 18:54","其它","收入","88.88","CNY",,,"","","","",,,
"qj167358221519710193","2023-01-13 11:56","运动","支出","2732.0","CNY",,,"大行k3！","","","",,,
"qj167358220077516945","2023-01-13 11:56","运动","支出","108.0","CNY",,,"前后车灯","","","",,,
"qj167358051628213469","2023-01-13 11:28","三餐","支出","23.0","CNY",,,"","","","",,,
"qj167357704244010138","2023-01-13 10:30","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj167351587843416083","2023-01-12 17:31","三餐","支出","18.2","CNY",,,"","","","",,,
"qj167349549412215106","2023-01-12 11:51","三餐","支出","12.0","CNY",,,"","","","",,,
"qj167349171892314048","2023-01-12 10:48","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167349170126511990","2023-01-12 10:48","生活","支出","4.8","CNY",,,"","","","",,,
"qj167342822409119823","2023-01-11 17:10","三餐","支出","19.8","CNY",,,"","","","",,,
"qj167340963238010331","2023-01-11 12:00","三餐","支出","12.0","CNY",,,"","","","",,,
"qj167340962679112408","2023-01-11 12:00","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167337070187619315","2023-01-11 01:11","主业","收入","7375.33","CNY",,,"","","","",,,
"qj167334947849312737","2023-01-10 19:17","奖金","收入","80000.0","CNY",,,"","","","",,,
"qj167334668303711869","2023-01-10 18:31","三餐","支出","19.2","CNY",,,"","","","",,,
"qj167332363864317278","2023-01-10 12:07","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167332275734910115","2023-01-10 11:52","三餐","支出","14.0","CNY",,,"","","","",,,
"qj167325677729017781","2023-01-09 17:32","三餐","支出","15.8","CNY",,,"","","","",,,
"qj167323607789315458","2023-01-09 11:47","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj167323606934917959","2023-01-09 11:47","三餐","支出","14.0","CNY",,,"","","","",,,
"qj167314396686715335","2023-01-08 10:12","学习","支出","59.0","CNY",,,"openresty课程","","","",,,
"qj167308298679510912","2023-01-07 17:16","三餐","支出","9.6","CNY",,,"馒头","","","",,,
"qj167297759505518603","2023-01-06 11:59","三餐","支出","25.0","CNY",,,"","","","",,,
"qj167291946981910038","2023-01-05 19:51","长途交通","支出","64.5","CNY",,,"","","","",,,
"qj167288461025916280","2023-01-05 10:10","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167280322570010790","2023-01-04 11:33","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj167276561070212763","2023-01-04 01:06","家人","支出","61.78","CNY",,,"给浩杰买书","","","",,,
"qj167273843438112729","2023-01-03 17:33","三餐","支出","17.25","CNY",,,"","","","",,,
"qj167271744163618610","2023-01-03 11:43","三餐","支出","27.0","CNY",,,"不小心盛多了","","","",,,
"qj167265985214619238","2023-01-02 19:44","果坚奶","支出","32.3","CNY",,,"水果太贵","","","",,,
"qj167265979895619323","2023-01-02 19:43","三餐","支出","9.6","CNY",,,"","","","",,,
"qj167265689662417285","2023-01-02 18:54","三餐","支出","16.0","CNY",,,"","","","",,,
"qj167264742339512462","2023-01-02 16:16","通讯","支出","30.0","CNY",,,"机场","","","",,,
"qj167248507871813051","2022-12-31 19:11","运动","支出","68.0","CNY",,,"游泳","","","",,,
"qj167248159924516163","2022-12-31 18:13","三餐","支出","10.0","CNY",,,"","","","",,,
"qj167246834390218180","2022-12-31 14:32","三餐","支出","13.0","CNY",,,"","","","",,,
"qj1682530828833117817","2022-12-31 01:40","场内收益","收入","549.3","CNY",,,"","","","",,,
"qj1682530767933185283","2022-12-31 01:35","无风险收益","收入","15.66","CNY",,,"","","","",,,
"qj167239091887615523","2022-12-30 17:01","三餐","支出","17.05","CNY",,,"","","","",,,
"qj167237382582315993","2022-12-30 12:17","短途交通","支出","4.2","CNY",,,"","","","",,,
"qj167237380965018171","2022-12-30 12:16","三餐","支出","15.0","CNY",,,"","","","",,,
"qj167230464120417339","2022-12-29 17:04","三餐","支出","23.4","CNY",,,"","","","",,,
"qj167228592491419068","2022-12-29 11:52","短途交通","支出","8.2","CNY",,,"","","","",,,
"qj167228592086212319","2022-12-29 11:51","三餐","支出","16.0","CNY",,,"","","","",,,
"qj167219921243214817","2022-12-28 11:46","三餐","支出","13.0","CNY",,,"","","","",,,
"qj167219817524213322","2022-12-28 11:29","三餐","支出","15.0","CNY",,,"","","","",,,
"qj167219619422110295","2022-12-28 10:56","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167215544266011926","2022-12-27 23:37","果坚奶","支出","10.2","CNY",,,"","","","",,,
"qj167211192288316316","2022-12-27 11:32","三餐","支出","26.0","CNY",,,"","","","",,,
"qj167211152286010453","2022-12-27 11:25","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj167204742839217702","2022-12-26 17:37","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167204742434711751","2022-12-26 17:37","三餐","支出","17.26","CNY",,,"","","","",,,
"qj167202589348711083","2022-12-26 11:38","三餐","支出","12.0","CNY",,,"","","","",,,
"qj167197588387913099","2022-12-25 21:44","零食","支出","10.0","CNY",,,"炸串","","","",,,
"qj167196286608717010","2022-12-25 18:07","运动","支出","68.0","CNY",,,"天通苑体育馆游泳","","","",,,
"qj167187777412011715","2022-12-24 18:29","零食","支出","9.9","CNY",,,"","","","",,,
"qj167187777061611786","2022-12-24 18:29","三餐","支出","2.9","CNY",,,"","","","",,,
"qj167187776505519291","2022-12-24 18:29","果坚奶","支出","14.3","CNY",,,"","","","",,,
"qj167187776079714958","2022-12-24 18:29","三餐","支出","6.8","CNY",,,"","","","",,,
"qj167187775601110240","2022-12-24 18:29","零食","支出","7.9","CNY",,,"","","","",,,
"qj167187775160511972","2022-12-24 18:29","零食","支出","8.9","CNY",,,"","","","",,,
"qj167187774655810211","2022-12-24 18:29","零食","支出","6.7","CNY",,,"","","","",,,
"qj167187774235319238","2022-12-24 18:29","三餐","支出","3.5","CNY",,,"","","","",,,
"qj167187773025718935","2022-12-24 18:28","果坚奶","支出","34.9","CNY",,,"牛奶","","","",,,
"qj167187572425915457","2022-12-24 17:55","生活","支出","16.8","CNY",,,"理发","","","",,,
"qj167185561068319587","2022-12-24 12:20","房租","支出","850.0","CNY",,,"","","","",,,
"qj167185560541210347","2022-12-24 12:20","水电","支出","260.0","CNY",,,"","","","",,,
"qj167180726632617309","2022-12-23 22:54","果坚奶","支出","19.5","CNY",,,"4个梨","","","",,,
"qj167178500654211035","2022-12-23 16:43","三餐","支出","14.0","CNY",,,"","","","",,,
"qj167178499718315062","2022-12-23 16:43","三餐","支出","17.25","CNY",,,"","","","",,,
"qj167176778454419163","2022-12-23 11:56","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167168030680211339","2022-12-22 11:38","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167168029907817476","2022-12-22 11:38","三餐","支出","24.5","CNY",,,"","","","",,,
"qj167160251158014114","2022-12-21 14:01","生活","支出","2.8","CNY",,,"vga转hdmi线","","","",,,
"qj167160118277311390","2022-12-21 13:39","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167153124347717051","2022-12-20 18:14","其它","收入","19.26","CNY",,,"吃饭吃到虫子，双倍赔","","","",,,
"qj167152519578313851","2022-12-20 16:33","三餐","支出","13.0","CNY",,,"","","","",,,
"qj167152513139314660","2022-12-20 16:32","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167144191019311325","2022-12-19 17:25","三餐","支出","19.63","CNY",,,"","","","",,,
"qj167142135187714637","2022-12-19 11:42","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj167142134706816435","2022-12-19 11:42","三餐","支出","12.0","CNY",,,"","","","",,,
"qj167135758751417763","2022-12-18 17:59","果坚奶","支出","33.8","CNY",,,"苹果和桔子贵","","","",,,
"qj167135727249714003","2022-12-18 17:54","三餐","支出","15.0","CNY",,,"","","","",,,
"qj167118103574811855","2022-12-16 16:57","三餐","支出","19.08","CNY",,,"","","","",,,
"qj167116319218011379","2022-12-16 11:59","三餐","支出","14.0","CNY",,,"","","","",,,
"qj167116318092216896","2022-12-16 11:59","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167109297128712668","2022-12-15 16:29","三餐","支出","19.8","CNY",,,"","","","",,,
"qj167107731037611599","2022-12-15 12:08","三餐","支出","19.0","CNY",,,"","","","",,,
"qj167107348918116884","2022-12-15 11:04","短途交通","支出","6.0","CNY",,,"","","","",,,
"qj167107164230715415","2022-12-15 10:33","三餐","支出","8.0","CNY",,,"馒头","","","",,,
"qj167099024542918077","2022-12-14 11:57","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj167099022893619264","2022-12-14 11:57","三餐","支出","26.0","CNY",,,"","","","",,,
"qj167092129419618964","2022-12-13 16:48","短途交通","支出","6.5","CNY",,,"","","","",,,
"qj167089780134513687","2022-12-13 10:16","生活","支出","4.8","CNY",,,"","","","",,,
"qj167086097188314246","2022-12-13 00:02","果坚奶","支出","14.9","CNY",,,"梨","","","",,,
"qj167086096296311718","2022-12-13 00:02","果坚奶","支出","38.0","CNY",,,"1箱牛奶","","","",,,
"qj167083780549318018","2022-12-12 17:36","三餐","支出","19.8","CNY",,,"最后一次外卖！","","","",,,
"qj167083724495117724","2022-12-12 17:27","生活","支出","8.0","CNY",,,"灰灰送了天猫精灵，8块是邮费","","","",,,
"qj167081712998817755","2022-12-12 11:52","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj167081712720811662","2022-12-12 11:52","三餐","支出","12.0","CNY",,,"","","","",,,
"qj167077587462618665","2022-12-12 00:24","生活","支出","454.41","CNY",,,"京东京造1T固态","","","",,,
"qj167076454605117150","2022-12-11 21:15","三餐","支出","16.0","CNY",,,"","","","",,,
"qj167074470425210312","2022-12-11 15:45","生活","支出","5.0","CNY",,,"二手键盘","","","",,,
"qj167074015274512548","2022-12-11 14:29","生活","支出","298.45","CNY",,,"二手27寸显示器","","","",,,
"qj167070049919110648","2022-12-11 03:28","主业","收入","7375.33","CNY",,,"","","","",,,
"qj167067000837719261","2022-12-10 19:00","三餐","支出","16.0","CNY",,,"","","","",,,
"qj167058918571210839","2022-12-09 20:33","三餐","支出","6.38","CNY",,,"","","","",,,
"qj167055924272112054","2022-12-09 12:14","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj167055923858715999","2022-12-09 12:13","三餐","支出","14.0","CNY",,,"","","","",,,
"qj167047349525818776","2022-12-08 12:24","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj167047348579615367","2022-12-08 12:24","三餐","支出","33.0","CNY",,,"","","","",,,
"qj167085979770115896","2022-12-07 23:43","学习","支出","88.0","CNY",,,"得到中世纪","","","",,,
"qj167042295490115507","2022-12-07 22:22","果坚奶","支出","3.0","CNY",,,"2块1斤的香蕉","","","",,,
"qj167038733598213519","2022-12-07 12:28","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj167037502161614962","2022-12-07 09:03","娱乐","支出","70.79","CNY",,,"koh2","","","",,,
"qj167034502441315245","2022-12-07 00:43","生活","支出","7.9","CNY",,,"7双袜子","","","",,,
"qj167034463185917633","2022-12-07 00:36","生活","支出","2334.12","CNY",,,"主机尾款","","","",,,
"qj167030245155315650","2022-12-06 12:54","短途交通","支出","10.0","CNY",,,"","","","",,,
"qj167029901688613958","2022-12-06 11:56","三餐","支出","26.0","CNY",,,"","","","",,,
"qj167024823326819886","2022-12-05 21:50","生活","支出","220.0","CNY",,,"ddr5 8g2条 2手的","","","",,,
"qj167023100943216523","2022-12-05 17:03","生活","支出","188.0","CNY",,,"ser6 pro的订金","","","",,,
"qj167023035310417925","2022-12-05 16:52","三餐","支出","19.89","CNY",,,"","","","",,,
"qj167021537144810833","2022-12-05 12:42","三餐","支出","25.0","CNY",,,"","","","",,,
"qj167021536768411988","2022-12-05 12:42","短途交通","支出","5.0","CNY",,,"","","","",,,
"qj167014662611015082","2022-12-04 17:37","三餐","支出","16.0","CNY",,,"","","","",,,
"qj167004221479316353","2022-12-03 12:36","公益","支出","200.0","CNY",,,"李凯水滴筹","","","",,,
"qj166987770563516918","2022-12-01 14:54","三餐","支出","35.5","CNY",,,"面粉和鸡蛋，面25.9一斤，鸡蛋6块5","","","",,,
"qj166978693441513320","2022-11-30 13:42","三餐","支出","99.5","CNY",,,"囤货","","","",,,
"qj166978691279610471","2022-11-30 13:41","生活","支出","23.4","CNY",,,"","","","",,,
"qj166968124944712849","2022-11-29 08:20","零食","支出","17.5","CNY",,,"","","","",,,
"qj166954091266414430","2022-11-27 17:21","三餐","支出","18.9","CNY",,,"面粉","","","",,,
"qj166946056833313415","2022-11-26 19:02","房租","支出","850.0","CNY",,,"","","","",,,
"qj166945484849410666","2022-11-26 17:27","其它","收入","200.0","CNY",,,"顾哥发的红包","","","",,,
"qj166926673751915742","2022-11-24 13:11","奖金","收入","23.8","CNY",,,"早起群瓜分押金","","","",,,
"qj166912181223210630","2022-11-22 20:56","短途交通","支出","37.94","CNY",,,"打车回家，因为搬了电脑","","","",,,
"qj166911857470815119","2022-11-22 20:02","三餐","支出","43.9","CNY",,,"华堂蔬菜好贵","","","",,,
"qj166908801166516580","2022-11-22 11:33","三餐","支出","25.0","CNY",,,"","","","",,,
"qj166904157738616954","2022-11-21 22:39","零食","支出","16.8","CNY",,,"","","","",,,
"qj166904157111017694","2022-11-21 22:39","三餐","支出","14.8","CNY",,,"","","","",,,
"qj166902379147010930","2022-11-21 17:43","三餐","支出","19.38","CNY",,,"","","","",,,
"qj166900374724713619","2022-11-21 12:09","三餐","支出","45.6","CNY",,,"","","","",,,
"qj166883434337218629","2022-11-19 13:05","零食","支出","2.8","CNY",,,"","","","",,,
"qj166883433844616168","2022-11-19 13:05","三餐","支出","30.2","CNY",,,"","","","",,,
"qj166876087174116782","2022-11-18 16:41","三餐","支出","17.78","CNY",,,"","","","",,,
"qj166875192583814401","2022-11-18 14:12","三餐","支出","22.0","CNY",,,"","","","",,,
"qj166873905525311525","2022-11-18 10:37","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj166865299689911289","2022-11-17 10:43","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj166859084866417144","2022-11-16 17:27","三餐","支出","13.3","CNY",,,"","","","",,,
"qj166857140090518714","2022-11-16 12:03","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj166857139587711090","2022-11-16 12:03","三餐","支出","25.0","CNY",,,"","","","",,,
"qj166849341462616112","2022-11-15 14:23","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj166843810203415526","2022-11-14 23:01","三餐","支出","8.3","CNY",,,"鸡蛋","","","",,,
"qj166843396062013432","2022-11-14 21:52","学习","支出","100.0","CNY",,,"加入乐乐的成长社群","","","",,,
"qj166841706011513103","2022-11-14 17:11","三餐","支出","18.88","CNY",,,"","","","",,,
"qj166839584489017692","2022-11-14 11:17","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj166839547930110821","2022-11-14 11:11","三餐","支出","13.0","CNY",,,"","","","",,,
"qj166830886143218768","2022-11-13 11:07","生活","支出","4.8","CNY",,,"","","","",,,
"qj166825843444313251","2022-11-12 21:07","房租","支出","1500.0","CNY",,,"取暖费","","","",,,
"qj166825282156712598","2022-11-12 19:33","三餐","支出","20.0","CNY",,,"","","","",,,
"qj166825013797916744","2022-11-12 18:48","三餐","支出","19.2","CNY",,,"","","","",,,
"qj166825009910117071","2022-11-12 18:48","生活","支出","49.0","CNY",,,"内裤x2","","","",,,
"qj166825008837414592","2022-11-12 18:48","果坚奶","支出","5.1","CNY",,,"","","","",,,
"qj166824844391917552","2022-11-12 18:20","生活","支出","9.98","CNY",,,"洗衣","","","",,,
"qj166823246716917766","2022-11-12 13:54","三餐","支出","11.0","CNY",,,"","","","",,,
"qj166822679835614943","2022-11-12 12:19","短途交通","支出","2.0","CNY",,,"","","","",,,
"qj166821245457217587","2022-11-12 08:20","三餐","支出","5.0","CNY",,,"","","","",,,
"qj166815652018611477","2022-11-11 16:48","三餐","支出","18.8","CNY",,,"","","","",,,
"qj166813766913011308","2022-11-11 11:34","短途交通","支出","12.5","CNY",,,"","","","",,,
"qj166813766623610648","2022-11-11 11:34","三餐","支出","13.0","CNY",,,"","","","",,,
"qj166807415766010623","2022-11-10 17:55","三餐","支出","13.3","CNY",,,"","","","",,,
"qj166805425505211969","2022-11-10 12:24","短途交通","支出","8.0","CNY",,,"","","","",,,
"qj166805425195512664","2022-11-10 12:24","三餐","支出","14.0","CNY",,,"","","","",,,
"qj166800809280517951","2022-11-09 23:34","主业","收入","7380.76","CNY",,,"","","","",,,
"qj166798558692011823","2022-11-09 17:19","学习","支出","99.0","CNY",,,"围观阿满成长","","","",,,
"qj166798339849110555","2022-11-09 16:43","三餐","支出","11.9","CNY",,,"","","","",,,
"qj166796736176819444","2022-11-09 12:16","短途交通","支出","9.0","CNY",,,"","","","",,,
"qj166796481065514389","2022-11-09 11:33","三餐","支出","12.0","CNY",,,"","","","",,,
"qj166789892603919797","2022-11-08 17:15","三餐","支出","26.7","CNY",,,"","","","",,,
"qj166787979622813260","2022-11-08 11:56","三餐","支出","21.0","CNY",,,"","","","",,,
"qj166786364211517704","2022-11-08 07:27","三餐","支出","3.0","CNY",,,"","","","",,,
"qj166781206121212071","2022-11-07 17:07","三餐","支出","17.88","CNY",,,"","","","",,,
"qj166779418217915191","2022-11-07 12:09","三餐","支出","20.0","CNY",,,"","","","",,,
"qj166778163410011163","2022-11-07 08:40","学习","支出","277.0","CNY",,,"加入苏苏的复盘群，小希返给我51块，本是她应得的推荐费","","","",,,
"qj166777928843314282","2022-11-07 08:01","其它","收入","3462.9","CNY",,,"医保存折","","","",,,
"qj166773039322213737","2022-11-06 18:26","三餐","支出","20.0","CNY",,,"","","","",,,
"qj166772706283615886","2022-11-06 17:31","运动","支出","1710.0","CNY",,,"乐迈健身卡","","","",,,
"qj166770642419013521","2022-11-06 11:46","三餐","支出","13.0","CNY",,,"","","","",,,
